Sentence	MOR_Tier	Error_Type
I need do a painting now .	pron|I-Prs-Nom-S1 verb|need-Fin-Ind-Pres-S1 verb|do-Inf-S det|a-Ind-Art noun|painting-Acc-Ger adv|now .	No_Error_Detected
I've done all the painting .	pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|do-Part-Past-S-irr det|all-Def-Tot det|the-Def-Art noun|painting-Acc-Ger .	No_Error_Detected
what is that in our door ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 pron|that-Dem adp|in pron|our-Prs-Gen-P1 noun|door ?	No_Error_Detected
that one is Albert Street that one not (.) that one not and that one is these two are and them two not .	sconj|that num|one aux|be-Fin-Ind-Pres-S3 propn|Albert propn|Street pron|that-Rel num|one part|not det|that-Def-Dem-Sing noun|one part|not cconj|and sconj|that noun|one aux|be-Fin-Ind-Pres-S3 det|this-Def-Dem-Plur num|two aux|be-Fin-Ind-Pres-P3 cconj|and pron|they-Prs-Acc-P3 num|two part|not .	No_Error_Detected
why the door is open ?	adv|why det|the-Def-Art noun|door aux|be-Fin-Ind-Pres-S3 adj|open-S1 ?	No_Error_Detected
yeah (.) <I've done a> [//] I've done a +...	intj|yeah pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|do-Part-Past-S-irr det|a-Ind-Art +...	No_Error_Detected
I've done a garage .	pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|do-Part-Past-S-irr det|a-Ind-Art noun|garage-Acc .	No_Error_Detected
I've done it yesterday .	pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|do-Part-Past-S-irr pron|it-Prs-Acc-S3 noun|yesterday .	No_Error_Detected
no not yesterday <not day (be)fore> [/] not day (be)fore day (be)fore .	intj|no part|not noun|yesterday part|not noun|day adp|before noun|day adv|before .	No_Error_Detected
<the &~wat> [//] the water is dried up .	det|the-Def-Art noun|water aux|be-Fin-Ind-Pres-S3 verb|dry-Part-Past-S adp|up .	No_Error_Detected
(be)cause it is (.) it is dried up me put some more .	sconj|because pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 verb|dry-Part-Past-S adp|up pron|I-Prs-Acc-S1 verb|put-Fin-Ind-Past-S-irr det|some-Def-Ind adj|more-Cmp-S1 .	No_Error_Detected
and this [/] this is going (.) going now to the ground .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S verb|go-Part-Pres-S adv|now adp|to det|the-Def-Art noun|ground .	No_Error_Detected
taking this off now .	verb|take-Part-Pres-S pron|this-Dem-S1 adp|off adv|now .	No_Error_Detected
it can't go xxx .	pron|it-Prs-Nom-S3 aux|can-Fin-S~part|not verb|go-Inf-S .	No_Error_Detected
didn't know that was there .	aux|do-Fin-Ind-Past-S3-irr~part|not verb|know-Inf-S pron|that-Dem aux|be-Fin-Ind-Past-S3-irr adv|there .	No_Error_Detected
when we get there we have our lunch ?	adv|when pron|we-Prs-Nom-P1 verb|get-Fin-Ind-Pres-P1 adv|there pron|we-Prs-Nom-P1 verb|have-Fin-Ind-Pres-P1 pron|our-Prs-Gen-P1 noun|lunch-Acc ?	No_Error_Detected
then have our lunch ?	adv|then verb|have-Fin-Imp-S pron|our-Prs-Gen-P1 noun|lunch-Acc ?	No_Error_Detected
go bank and then have lunch .	verb|go-Fin-Imp-S noun|bank-Acc cconj|and adv|then verb|have-Fin-Imp-S noun|lunch-Acc .	No_Error_Detected
then have our lunch (be)cause [/] (be)cause I know gonna be lunch time .	adv|then verb|have-Fin-Imp-S pron|our-Prs-Gen-P1 noun|lunch-Acc sconj|because pron|I-Prs-Nom-S1 verb|know-Fin-Ind-Pres-S1 part|go aux|be-Inf-S noun|lunch noun|time .	No_Error_Detected
when we eat our +//.	adv|when pron|we-Prs-Nom-P1 verb|eat-Fin-Ind-Pres-P1 pron|our-Prs-Gen-P1 +//.	No_Error_Detected
when we been to the bank have our lunch yes and we can go in one some couple s(h)ops .	adv|when pron|we-Prs-Nom-P1 aux|be-Part-Past-S-irr adp|to det|the-Def-Art noun|bank verb|have-Inf-S pron|our-Prs-Gen-P1 noun|lunch-Acc intj|yes cconj|and pron|we-Prs-Nom-P1 aux|can-Fin-S verb|go-Inf-S adp|in num|one det|some-Def-Ind noun|couple noun|shop-Plur .	No_Error_Detected
yes because we've gotta get +//.	intj|yes sconj|because pron|we-Prs-Nom-P1~aux|have-Fin-Ind-Pres-P1 part|getta verb|get-Inf-S +//.	No_Error_Detected
no I don't want choose them .	intj|no pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S verb|choose-Inf-S pron|they-Prs-Acc-P3 .	No_Error_Detected
now something outside .	adv|now pron|something-Ind-S1 adv|outside .	No_Error_Detected
that's a capital n@l .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|capital noun|n .	No_Error_Detected
that's not a capital one .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 part|not det|a-Ind-Art noun|capital noun|one .	No_Error_Detected
it's not .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not .	No_Error_Detected
that [/] that is like z@l .	pron|that-Dem aux|be-Fin-Ind-Pres-S3 adp|like noun|z .	No_Error_Detected
or that one is a different one ?	cconj|or sconj|that num|one aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|different-S1 noun|one ?	No_Error_Detected
that go here ?	pron|that-Dem verb|go-Fin-Ind-Pres-P3 adv|here ?	No_Error_Detected
put [/] put something there .	verb|put-Fin-Imp-S pron|something-Ind-S1 adv|there .	No_Error_Detected
you know where it is ?	pron|you-Prs-Nom-S2 verb|know-Fin-Ind-Pres-S2 adv|where pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 ?	No_Error_Detected
done it (.) I've done the house .	verb|do-Part-Past-S-irr pron|it-Prs-Acc-S3 pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|do-Part-Past-S-irr det|the-Def-Art noun|house-Acc .	No_Error_Detected
what's this one ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 det|this-Def-Dem-Sing noun|one ?	No_Error_Detected
where [/] where is it +//.	adv|where aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 +//.	No_Error_Detected
what is xxx ? [+ uni]	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 ?	No_Error_Detected
is hother [: other] (.) hother [: other] film .	aux|be-Fin-Ind-Pres-S3 adj|other-S1 adj|other-S1 noun|film .	No_Error_Detected
daddy come back (.) daddy what it is .	noun|daddy verb|come-Fin-Imp-S adv|back noun|daddy-Acc pron|what-Int-S1 pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .	No_Error_Detected
put [/] put it here .	verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adv|here .	No_Error_Detected
anybody home ?	pron|anybody-Ind-S1 adv|home ?	No_Error_Detected
hello I am home !	intj|hello pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Pres-S1 adv|home !	No_Error_Detected
where this go ?	adv|where det|this-Def-Dem-Sing noun|go ?	No_Error_Detected
coming out the house now .	verb|come-Part-Pres-S adp|out det|the-Def-Art noun|house-Acc adv|now .	No_Error_Detected
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Detected
that bit is a chair +...	det|that-Def-Dem-Sing noun|bit aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|chair +...	No_Error_Detected
put <that here> [/] that here the chair there .	verb|put-Fin-Imp-S pron|that-Dem adv|here det|the-Def-Art noun|chair-Acc adv|there .	No_Error_Detected
that [/] that is a barbecue there barbecue .	pron|that-Dem aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|barbecue adv|there noun|barbecue .	No_Error_Detected
that's barbecue that's +/.	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 noun|barbecue pron|that-Rel~aux|be-Fin-Ind-Pres-S3 +/.	No_Error_Detected
box fit in there ?	noun|box noun|fit adp|in adv|there ?	No_Error_Detected
fish in there .	noun|fish-Plur adp|in adv|there .	No_Error_Detected
none just getting one ready .	pron|none-Neg-S1 adv|just verb|get-Part-Pres-S num|one adj|ready-S1 .	No_Error_Detected
no just doing this first .	intj|no adv|just verb|do-Part-Pres-S pron|this-Dem-S1 adj|first-S1 .	No_Error_Detected
try get out my hand (.) can't .	verb|try-Fin-Imp-S verb|get-Inf-S adp|out pron|my-Prs-Gen-S1 noun|hand aux|can-Fin-S~part|not .	No_Error_Detected
I can't catch that other one .	pron|I-Prs-Nom-S1 aux|can-Fin-S~part|not verb|catch-Inf-S det|that-Def-Dem-Sing adj|other-S1 noun|one-Acc .	No_Error_Detected
catch a fish now .	verb|catch-Fin-Imp-S det|a-Ind-Art noun|fish-Acc adv|now .	No_Error_Detected
yeah just cooking them now .	intj|yeah adv|just verb|cook-Part-Pres-S pron|they-Prs-Acc-P3 adv|now .	No_Error_Detected
no (.) put it here ?	intj|no verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adv|here ?	No_Error_Detected
yeah that is a big one .	intj|yeah pron|that-Dem aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|big-S1 noun|one .	No_Error_Detected
here go (.) tea [/] tea ready .	adv|here verb|go-Fin-Imp-S noun|tea adj|ready-S1 .	No_Error_Detected
ready tea (.) just getting the fishes .	adj|ready-S1 noun|tea adv|just verb|get-Part-Pres-S det|the-Def-Art noun|fish-Plur-Acc .	No_Error_Detected
where's hother [: other] plates ?	adv|where~aux|be-Fin-Ind-Pres-S3 adj|other-S1 noun|plate-Plur ?	No_Error_Detected
yeah and he have some dinner (a)s_well .	intj|yeah cconj|and pron|he-Prs-Nom-S3 verb|have-Fin-Ind-Pres-S3 det|some-Def-Ind noun|dinner-Acc adv|aswell .	No_Error_Detected
just go get it .	adv|just verb|go-Fin-Imp-S verb|get-Fin-Imp-S pron|it-Prs-Acc-S3 .	No_Error_Detected
just [/] just stay there duck please .	adv|just verb|stay-Fin-Imp-S adv|there noun|duck-Acc intj|please .	No_Error_Detected
just got three can't have one hother [: other] one let's have one too have his tea with fishes .	adv|just verb|get-Fin-Ind-Past-S1-irr num|three aux|can-Fin-S~part|not verb|have-Inf-S num|one adj|other-S1 noun|one-Acc verb|let-Fin-Imp-S~pron|we-Prs-Acc-P1 verb|have-Inf-S num|one adv|too verb|have-Inf-S pron|his-Prs-Gen-S3 noun|tea-Acc adp|with noun|fish-Plur .	No_Error_Detected
here go (.) tea !	adv|here verb|go-Fin-Imp-S noun|tea-Acc !	No_Error_Detected
you can have one .	pron|you-Prs-Nom-S2 aux|can-Fin-S verb|have-Inf-S num|one .	No_Error_Detected
yeah just (pre)tend there's a cow here .	intj|yeah adv|just verb|pretend-Fin-Imp-S pron|there-Int-S1~verb|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|cow adv|here .	No_Error_Detected
(pre)tend this is a cow .	verb|pretend-Fin-Imp-S pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|cow .	No_Error_Detected
look that is coffe [/] coffee .	verb|look-Fin-Imp-S pron|that-Dem aux|be-Fin-Ind-Pres-S3 noun|coffee .	No_Error_Detected
no them just want milk .	intj|no pron|they-Prs-Acc-P3 adv|just verb|want-Fin-Ind-Pres-P3 noun|milk-Acc .	No_Error_Detected
they just eat fishes .	pron|they-Prs-Nom-P3 adv|just verb|eat-Fin-Ind-Pres-P3 noun|fish-Plur-Acc .	No_Error_Detected
can this +//.	aux|can-Fin-S pron|this-Dem-S1 +//.	No_Error_Detected
this can go round there .	pron|this-Dem-S1 aux|can-Fin-S verb|go-Inf-S adv|round adv|there .	No_Error_Detected
yeah buy a hother [: other] new fire &-um &-um &-um &-um can come down the chimley [: chimney] .	intj|yeah verb|buy-Fin-Imp-S det|a-Ind-Art adj|other-S1 adj|new-S1 noun|fire-Acc aux|can-Fin-S verb|come-Inf-S adp|down det|the-Def-Art noun|chimney .	No_Error_Detected
&-um &-um Fa(ther) Christmas cannot come our house (.) can't .	propn|Father propn|Christmas aux|cannot-Fin-S verb|come-Inf-S pron|our-Prs-Gen-P1 noun|house-Acc aux|can-Fin-S~part|not .	No_Error_Detected
&-um don't [/] don't matter him got the keys &-um &-um &-um not lock the door .	aux|do-Fin-Imp-S~part|not verb|matter-Fin-Imp-S pron|he-Prs-Acc-S3 verb|get-Part-Past-S-irr det|the-Def-Art noun|key-Plur-Acc part|not verb|lock-Inf-S det|the-Def-Art noun|door-Acc .	No_Error_Detected
&-um &-um &-um be [/] be a party up &-um Father Christmas day xxx John for Father Christmas . [+ uni]	aux|be-Fin-Imp-S det|a-Ind-Art noun|party adp|up propn|Father propn|Christmas noun|day propn|John adp|for propn|Father propn|Christmas .	No_Error_Detected
&-um &-um be Father Christmas up [/] up [/] up a party +...	aux|be-Fin-Imp-S noun|father propn|Christmas adp|up det|a-Ind-Art noun|party +...	No_Error_Detected
yeah don't know what it is .	intj|yeah aux|do-Fin-Ind-Pres-S3~part|not verb|know-Fin-Imp-S pron|what-Int-S1 pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .	No_Error_Detected
I go get up &-um Father Christmas here .	pron|I-Prs-Nom-S1 verb|go-Fin-Ind-Pres-S1 verb|get-Inf-S adp|up propn|Father propn|Christmas-Acc adv|here .	No_Error_Detected
I am .	pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Pres-S1 .	No_Error_Detected
&-um &-um Father Christmas &-um &-um he stuck &-um &-um and you've to go back and I go &-um &-um Father Christmas here I go hug him .	noun|father propn|Christmas pron|he-Prs-Nom-S3 verb|stick-Fin-Ind-Past-S3-irr cconj|and pron|you-Prs-Nom-S2~verb|have-Fin-Ind-Pres-S2 part|to verb|go-Inf-S adv|back cconj|and pron|I-Prs-Nom-S1 verb|go-Fin-Ind-Pres-S1 propn|Father propn|Christmas-Acc adv|here pron|I-Prs-Nom-S1 verb|go-Fin-Ind-Pres-S1 verb|hug-Inf-S pron|he-Prs-Acc-S3 .	No_Error_Detected
you did !	pron|you-Prs-Nom-S2 aux|do-Fin-Ind-Past-S2-irr !	No_Error_Detected
you did [/] did !	pron|you-Prs-Nom-S2 aux|do-Fin-Ind-Past-S2-irr !	No_Error_Detected
can't put it up now (.) can't put it up .	aux|can-Fin-S~part|not verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adp|up adv|now aux|can-Fin-S~part|not verb|put-Inf-S pron|it-Prs-Acc-S3 adp|up .	No_Error_Detected
can't put it up . [+ srp]	aux|can-Fin-S~part|not verb|put-Fin-Imp-S pron|it-Prs-Acc-S3 adp|up .	No_Error_Detected
xxx it now . [+ uni]	pron|it-Prs-Nom-S3 adv|now .	No_Error_Detected
people going there .	noun|person-Plur verb|go-Ger-S adv|there .	No_Error_Detected
that's too big .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adv|too adj|big-S1 .	No_Error_Detected
that's a little big .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|little-S1 adj|big-S1 .	No_Error_Detected
<can take> [/] can take this [/] this off ?	aux|can-Fin-S verb|take-Inf-S pron|this-Dem-S1 adp|off ?	No_Error_Detected
need (.) just need a wee .	verb|need-Fin-Ind-Pres-S1 adv|just verb|need-Fin-S det|a-Ind-Art noun|wee-Acc .	No_Error_Detected
what this called (a)gain ?	pron|what-Int-S1 pron|this-Dem-S1 verb|call-Fin-Ind-Past-S3 adv|again ?	No_Error_Detected
why not you ?	adv|why part|not pron|you-Prs-Nom-S2 ?	No_Error_Detected
why not put a dress on ?	adv|why part|not verb|put-Inf-S det|a-Ind-Art noun|dress-Acc adp|on ?	No_Error_Detected
know that one <on the> [/] <on the> [//] on that door &-um &-um &-um you wear that one long time (a)go .	verb|know-Fin-Imp-S sconj|that num|one adp|on det|that-Def-Dem-Sing noun|door pron|you-Prs-Nom-S2 verb|wear-Fin-Ind-Pres-S2 det|that-Def-Dem-Sing num|one adj|long-S1 noun|time adv|ago .	No_Error_Detected
you can wear it in bed ?	pron|you-Prs-Nom-S2 aux|can-Fin-S verb|wear-Inf-S pron|it-Prs-Acc-S3 adp|in noun|bed ?	No_Error_Detected
don't like Action_Man .	aux|do-Fin-Imp-S~part|not verb|like-Fin-Imp-S propn|ActionMan-Acc .	No_Error_Detected
real [/] real loads really [/] really loads ?	adj|real-S1 noun|load-Plur adv|really verb|load-Fin-Ind-Pres-S3 ?	No_Error_Detected
where we going ?	adv|where pron|we-Prs-Nom-P1 verb|go-Part-Pres-S ?	No_Error_Detected
what is it ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 ?	No_Error_Detected
yeah I have xxx now . [+ uni]	intj|yeah pron|I-Prs-Nom-S1 aux|have-Fin-Ind-Pres-S1 adv|now .	No_Error_Detected
<&-um be> [/] &-um be in bed .	aux|be-Fin-Imp-S adp|in noun|bed .	No_Error_Detected
can take clothes off .	aux|can-Fin-S verb|take-Inf-S noun|clothes-Ptan-Acc adp|off .	No_Error_Detected
can do this [/] this stop can take them off xxx . [+ uni]	aux|can-Fin-S verb|do-Inf-S det|this-Def-Dem-Sing noun|stop-Acc aux|can-Fin-S verb|take-Inf-S pron|they-Prs-Acc-P3 adp|off .	No_Error_Detected
&-um <this is> [/] this is dark or blonde ?	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 adj|dark-S1 cconj|or adj|blonde-S1 ?	No_Error_Detected
&~blo (.) what's yours ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|your-Prs-S2 ?	No_Error_Detected
what [/] what you have long time (a)go ?	pron|what-Int-S1 pron|you-Prs-Nom-S2 verb|have-Fin-Ind-Pres-S2 adj|long-S1 noun|time adv|ago ?	No_Error_Detected
where I be ?	adv|where pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Pres-S1 ?	No_Error_Detected
daddy be somewhere else ?	noun|daddy aux|be-Fin-Imp-S adv|somewhere adj|else-S1 ?	No_Error_Detected
&-um &-um &-um I xxx nanny's in your tummy ?	pron|I-Prs-Nom-S1 noun|nanny~aux|be-Fin-Ind-Pres-S3 adp|in pron|your-Prs-Gen-S2 noun|tummy ?	No_Error_Detected
yeah &-um &-um &-um I be at nanny I can <(s)troke dogs> [/] (s)troke dogs and Will can't .	intj|yeah pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Pres-S1 adp|at noun|nanny pron|I-Prs-Nom-S1 aux|can-Fin-S verb|stroke-Inf-S noun|dog-Plur-Acc cconj|and propn|Will aux|can-Fin-S~part|not .	No_Error_Detected
yeah and Will can't (s)troke the doggies .	intj|yeah cconj|and aux|will-Fin-S aux|can-Fin-S~part|not verb|stroke-Inf-S det|the-Def-Art noun|doggie-Plur-Acc .	No_Error_Detected
&-um I be &-um &-um xxx I &-um &-um Will out your tummy &-um &-um I be hin [: in] tummy ? [+ uni]	pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Pres-S1 pron|I-Prs-Nom-S1 aux|will-Fin-S adp|out pron|your-Prs-Gen-S2 noun|tummy-Acc pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Pres-S1 adp|in noun|tummy ?	No_Error_Detected
yeah and <&-um Will can> [//] &-um I can (s)troke the dogs &-um be in your tummy ?	intj|yeah cconj|and pron|I-Prs-Nom-S1 aux|can-Fin-S verb|stroke-Inf-S det|the-Def-Art noun|dog-Plur-Acc aux|be-Inf-S adp|in pron|your-Prs-Gen-S2 noun|tummy ?	No_Error_Detected
can go in your tummy .	aux|can-Fin-S verb|go-Inf-S adp|in pron|your-Prs-Gen-S2 noun|tummy .	No_Error_Detected
I not be this big &-um &-um &-um +...	pron|I-Prs-Nom-S1 part|not aux|be-Fin-S pron|this-Dem-S1 adj|big-S1 +...	No_Error_Detected
I be like [/] like [/] like this big ?	pron|I-Prs-Nom-S1 aux|be-Fin-Ind-Pres-S1 adp|like det|this-Def-Dem-Sing adj|big-S1 ?	No_Error_Detected
been playing that .	aux|be-Part-Past-S-irr verb|play-Part-Pres-S pron|that-Dem .	No_Error_Detected
you doing these ladders yet ?	pron|you-Prs-Nom-S2 verb|do-Part-S det|this-Def-Dem-Plur noun|ladder-Plur-Acc adv|yet ?	No_Error_Detected
don't need horses yet &~uhn do we ?	aux|do-Fin-Ind-Pres-P3~part|not verb|need-Fin-Imp-S noun|horse-Plur-Acc adv|yet aux|do-Fin-Ind-S pron|we-Prs-Nom-P1 ?	No_Error_Detected
what are these ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-P3 pron|this-Dem-P1 ?	No_Error_Detected
are they ?	aux|be-Fin-Ind-Pres-P3 pron|they-Prs-Nom-P3 ?	No_Error_Detected
can I have one next year ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|have-Inf-S num|one adj|next-S1 noun|year ?	No_Error_Detected
horses go here .	noun|horse-Plur verb|go-Fin-Ind-Pres-P3 adv|here .	No_Error_Detected
the horses go on there ?	det|the-Def-Art noun|horse-Plur verb|go-Fin-Ind-Pres-P3 adp|on adv|there ?	No_Error_Detected
this xxx you isn't it as well mum .	pron|this-Dem-S1 pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S3~part|not pron|it-Prs-Nom-S3 adv|as adv|well noun|mum .	No_Error_Detected
oh no that's a light &~uhn isn't it ?	intj|oh intj|no pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|light aux|be-Fin-Ind-Pres-S3~part|not pron|it-Prs-Nom-S3 ?	No_Error_Detected
that's a +/.	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art +/.	No_Error_Detected
have got everything out mum ?	aux|have-Fin-Ind-Pres-S1 verb|get-Part-Past-S-irr pron|everything-Tot-S1 adp|out noun|mum-Acc ?	No_Error_Detected
what are these ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-P3 pron|this-Dem-P1 ?	No_Error_Detected
what are they don't know .	pron|what-Int-S1 aux|be-Fin-Ind-Pres-P3 pron|they-Prs-Nom-P3 aux|do-Fin-Ind-Pres-S3~part|not verb|know-Inf-S .	No_Error_Detected
&-er (be)cause they don't bite ?	sconj|because pron|they-Prs-Nom-P3 aux|do-Fin-Ind-Pres-P3~part|not verb|bite-Inf-S ?	No_Error_Detected
he's shattered that why &~uhn isn't he ?	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|shattered-Part-Past-S sconj|that adv|why aux|be-Fin-Ind-Pres-S3~part|not pron|he-Prs-Nom-S3 ?	No_Error_Detected
I don't wanna play this on table .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not adv|wanna verb|play-Inf-S pron|this-Dem-S1 adp|on noun|table .	No_Error_Detected
can I play it on floor mum ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|play-Inf-S pron|it-Prs-Acc-S3 adp|on noun|floor noun|mum ?	No_Error_Detected
I've got ever(y)thing after them go ever(y)thing out .	pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|get-Part-Past-S-irr pron|everything-Tot-S1 adp|after pron|they-Prs-Acc-P3 verb|go-Inf-S pron|everything-Tot-S1 adp|out .	No_Error_Detected
I've got ever(y)thing out .	pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|get-Part-Past-S-irr pron|everything-Tot-S1 adp|out .	No_Error_Detected
I've got ever(y)thing out . [+ srp]	pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|get-Part-Past-S-irr pron|everything-Tot-S1 adp|out .	No_Error_Detected
it does .	pron|it-Prs-Nom-S3 aux|do-Fin-Ind-Pres-S3 .	No_Error_Detected
rabbits go in here .	noun|rabbit-Plur verb|go-Fin-Ind-Pres-P3 adp|in adv|here .	No_Error_Detected
I'm putting rabbits in here .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|put-Part-Pres-S noun|rabbit-Plur-Acc adp|in adv|here .	No_Error_Detected
rabbits in here .	noun|rabbit-Plur adp|in adv|here .	No_Error_Detected
<here's rabbits> [/] there's rabbits in [/] in here .	pron|there-Int-S1~verb|be-Fin-Ind-Pres-S3 noun|rabbit-Plur adp|in adv|here .	No_Error_Detected
rabbits in there .	noun|rabbit-Plur adp|in adv|there .	No_Error_Detected
mum <I put all> [//] I put these in here .	noun|mum pron|I-Prs-Nom-S1 verb|put-Fin-Ind-Past-S1-irr pron|this-Dem-P1 adp|in adv|here .	No_Error_Detected
and put this on and put these in here just .	cconj|and verb|put-Fin-Imp-S pron|this-Dem-S1 adp|on cconj|and verb|put-Fin-Imp-S pron|this-Dem-P1 adp|in adv|here adv|just .	No_Error_Detected
these is not all just all xxx .	pron|this-Dem-P1 aux|be-Fin-Ind-Pres-S3 part|not det|all-Def-Tot adv|just det|all-Def-Tot .	No_Error_Detected
&-er &-um who's that ?	pron|who-Int~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Detected
what's this ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 ?	No_Error_Detected
it only post I knew that mum (.) heared him .	pron|it-Prs-Nom-S3 adv|only noun|post pron|I-Prs-Nom-S1 verb|know-Fin-Ind-Past-S1-irr sconj|that noun|mum verb|hear-Fin-Ind-Past-S3 pron|he-Prs-Acc-S3 .	No_Error_Detected
I going to xxx on here .	pron|I-Prs-Nom-S1 verb|go-Part-Pres-S adp|to adp|on adv|here .	No_Error_Detected
oh (.) oh rabbits go inside look rabbits go inside .	intj|oh intj|oh noun|rabbit-Plur verb|go-Fin-Ind-Pres-P3 adv|inside verb|look-Fin-Imp-S noun|rabbit-Plur-Acc verb|go-Fin-Ind-Pres-P3 adv|inside .	No_Error_Detected
&-um rabbits go inside and chickens go outside .	noun|rabbit-Plur verb|go-Fin-Ind-Pres-P3 adv|inside cconj|and noun|chicken-Plur verb|go-Fin-Ind-Pres-P3 adv|outside .	No_Error_Detected
we haven't been yet .	pron|we-Prs-Nom-P1 aux|have-Fin-Ind-Pres-P1~part|not aux|be-Part-Past-S-irr adv|yet .	No_Error_Detected
we haven't been yet &~uhn have we ?	pron|we-Prs-Nom-P1 aux|have-Fin-Ind-Pres-P1~part|not aux|be-Part-Past-S-irr adv|yet verb|have-Fin-Ind-Pres-P1 pron|we-Prs-Nom-P1 ?	No_Error_Detected
where a light goes ?	adv|where det|a-Ind-Art noun|light verb|go-Fin-Ind-Pres-S3 ?	No_Error_Detected
I wonder where a light +/.	pron|I-Prs-Nom-S1 verb|wonder-Fin-Ind-Pres-S1 adv|where det|a-Ind-Art noun|light +/.	No_Error_Detected
no that's a bucket .	intj|no pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|bucket .	No_Error_Detected
and this is xxx .	cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 .	No_Error_Detected
that's on there .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adp|on adv|there .	No_Error_Detected
<they go> [/] they go outhide [: outside] .	pron|they-Prs-Nom-P3 verb|go-Fin-Ind-Pres-P3 adv|outside .	No_Error_Detected
now I've lost it .	adv|now pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|lose-Part-Past-S-irr pron|it-Prs-Acc-S3 .	No_Error_Detected
the rabbits go inside .	det|the-Def-Art noun|rabbit-Plur verb|go-Fin-Ind-Pres-P3 adv|inside .	No_Error_Detected
oh put pumpkins in now .	intj|oh verb|put-Fin-Imp-S noun|pumpkin-Plur-Acc adp|in adv|now .	No_Error_Detected
