Sentence	MOR_Tier
(B)onnie (th)ere now .	propn|Bonnie adv|there adv|now .
horse horse an horse an horse (.) is you .	noun|horse noun|horse det|a-Ind-Art noun|horse det|a-Ind-Art noun|horse aux|be-Fin-Ind-Pres-S3 pron|you-Prs-Nom-S2 .
then he comes mum .	adv|then pron|he-Prs-Nom-S3 verb|come-Fin-Ind-Pres-S3 noun|mum-Acc .
yeah he goes in (th)ere .	intj|yeah pron|he-Prs-Nom-S3 verb|go-Fin-Ind-Pres-S3 adp|in adv|there .
it's a water .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|water .
and boy goes xxx somewhere .	cconj|and noun|boy verb|go-Fin-Ind-Pres-S3 adv|somewhere .
and that's horse's .	cconj|and pron|that-Dem~aux|be-Fin-Ind-Pres-S3 noun|horse~part|s .
mummy (.) he fall (a)gain .	noun|mummy pron|he-Prs-Nom-S3 verb|fall-Fin-Ind-Pres-S3 adv|again .
he fall down again .	pron|he-Prs-Nom-S3 verb|fall-Fin-Ind-Pres-S3 adp|down adv|again .
&-er chickens &~uhn goes in (th)ere don't it ?	noun|chicken-Plur verb|go-Fin-Ind-Pres-S3 adp|in adv|there aux|do-Fin-Ind-Pres-P3~part|not pron|it-Prs-Nom-S3 ?
&~aw he fall off again .	pron|he-Prs-Nom-S3 verb|fall-Fin-Ind-Pres-S3 adp|off adv|again .
look at the boy (.) he goes (th)ere .	verb|look-Fin-Imp-S adp|at det|the-Def-Art noun|boy pron|he-Prs-Nom-S3 verb|go-Fin-Ind-Pres-S3 adv|there .
you get out of (h)ere my (.) mummy's .	pron|you-Prs-Nom-S2 verb|get-Fin-Ind-Pres-S2 adp|out adp|of adv|here pron|my-Prs-Gen-S1 noun|mummy-Acc~part|s .
horse (th)at's right yeah .	noun|horse pron|that-Rel~aux|be-Fin-Ind-Pres-S3 adj|right-S1 intj|yeah .
the horse go (th)ere .	det|the-Def-Art noun|horse verb|go-Fin-Ind-Pres-S3 adv|there .
it's a xxx (.) not xxx .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art part|not .
wabbit [: rabbit] goes in (th)ere .	noun|rabbit verb|go-Fin-Ind-Pres-S3 adp|in adv|there .
beck [: back] on the rabbits .	adv|back adp|on det|the-Def-Art noun|rabbit-Plur .
&~aw (th)ey go to bed somewhere .	pron|they-Prs-Nom-P3 verb|go-Fin-Ind-Pres-P3 adp|to noun|bed adv|somewhere .
(th)ey go to bed somewhere .	pron|they-Prs-Nom-P3 verb|go-Fin-Ind-Pres-P3 adp|to noun|bed adv|somewhere .
is boy .	aux|be-Fin-Ind-Pres-S3 noun|boy .
a boy fall o(ver) (a)gain .	det|a-Ind-Art noun|boy verb|fall-Fin-Ind-Pres-S adp|over adv|again .
look he fall xxx (a)gain .	verb|look-Fin-Imp-S pron|he-Prs-Nom-S3 verb|fall-Inf-S adv|again .
a horse gone (th)ere .	det|a-Ind-Art noun|horse verb|go-Fin-Ind-Past-S3-irr adv|there .
and a horse gone there .	cconj|and det|a-Ind-Art noun|horse verb|go-Fin-Ind-Past-S3-irr adv|there .
and the boy goes in (th)ere .	cconj|and det|the-Def-Art noun|boy verb|go-Fin-Ind-Pres-S3 adp|in adv|there .
and (t)hen boy (.) boy .	cconj|and adv|then noun|boy noun|boy .
(th)e boys go here .	det|the-Def-Art noun|boy-Plur verb|go-Fin-Ind-Pres-P3 adv|here .
you sit there &~uhn yeah ?	pron|you-Prs-Nom-S2 verb|sit-Fin-Ind-Pres-S2 adv|there intj|yeah ?
boy wan(t) sit (th)ere &~uhn don't he ?	intj|boy verb|want-Fin-Ind-Pres-S verb|sit-Inf-S adv|there aux|do-Fin-Ind-Pres-S3~part|not pron|he-Prs-Nom-S3 ?
you is going to kill your (h)orse .	pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S part|to verb|kill-Inf-S pron|your-Prs-Gen-S2 noun|horse-Acc .
(th)at's a doggie .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|doggie .
ugh i(t)'s stuck !	intj|ugh pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|stuck-S1 !
come on boy (.) let's go home .	verb|come-Fin-Imp-S adp|on noun|boy verb|let-Fin-Imp-S~pron|we-Prs-Acc-P1 verb|go-Inf-S adv|home .
mummy (th)is is xxx an(d) (b)oys .	noun|mummy pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 cconj|and noun|boy-Plur .
and horse (.) is a fis(h) !	cconj|and noun|horse aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|fish !
&~aw he can('t) stop he say .	pron|he-Prs-Nom-S3 aux|can-Fin-S~part|not verb|stop-Inf-S pron|he-Prs-Nom-S3 verb|say-Fin-Ind-Pres-S3 .
come on (.) here come his mum .	verb|come-Fin-Imp-S adp|on adv|here verb|come-Fin-Imp-S pron|his-Prs-Gen-S3 noun|mum-Acc .
&~a:h here come his mum .	adv|here verb|come-Fin-Ind-Pres-S3 pron|his-Prs-Gen-S3 noun|mum-Acc .
here come his mum .	adv|here verb|come-Fin-Ind-Pres-S3 pron|his-Prs-Gen-S3 noun|mum-Acc .
&~aw (.) don('t) like it .	aux|do-Fin-Imp-S~part|not verb|like-Fin-Imp-S pron|it-Prs-Acc-S3 .
&~a:h look (.) still wanna come wi(th) your babies .	verb|look-Fin-Imp-S adv|still part|wana verb|come-Fin-Imp-S adp|with pron|your-Prs-Gen-S2 noun|baby-Plur .
&~a:h that's xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 .
i(t)'s stuck .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adj|stuck-S1 .
&-er me so tired .	pron|I-Prs-Acc-S1 adv|so adj|tired-S1 .
here you go .	adv|here pron|you-Prs-Nom-S2 verb|go-Fin-Ind-Pres-S2 .
come back boy (.) come back .	verb|come-Fin-Imp-S adv|back noun|boy-Acc verb|come-Inf-S adv|back .
look is a xxx p(r)incess xxx .	verb|look-Fin-Imp-S aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|princess .
(l)ook (h)ere (th)ey go .	verb|look-Fin-Imp-S adv|here pron|they-Prs-Nom-P3 verb|go-Fin-Ind-Pres-P3 .
&~a:h that's perfect !	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adj|perfect-S1 !
i(t)'s a bo(y) .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|boy .
<(be)cause it's> [/] (be)cause it's (n)ot (r)aining an(d) snowing .	sconj|because pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not verb|rain-Part-Pres-S cconj|and verb|snow-Part-Pres-S .
no i(t)'s not .	intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not .
no i(t)'s not (.) it (s)nowing .	intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|not pron|it-Prs-Nom-S3 verb|snow-Part-Pres-S .
it's a xxx .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art .
we eat now .	pron|we-Prs-Nom-P1 verb|eat-Fin-Ind-Pres-P1 adv|now .
&~a:h are you munching on a nice bit ?	aux|be-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|munch-Part-Pres-S adp|on det|a-Ind-Art adj|nice-S1 noun|bit ?
horse stand (th)ere .	noun|horse verb|stand-Fin-Ind-Pres-S3 adv|there .
an horse (st)and up &~uhn don't he ?	det|a-Ind-Art noun|horse verb|stand-Fin-Ind-Pres-S3 adp|up aux|do-Fin-Ind-Pres-S3~part|not pron|he-Prs-Nom-S3 ?
they can('t) take it .	pron|they-Prs-Nom-P3 aux|can-Fin-S~part|not verb|take-Inf-S pron|it-Prs-Acc-S3 .
right thank you .	adv|right verb|thank-Fin-Ind-Pres-S1 pron|you-Prs-Acc-S2 .
&~aw you don('t) like it .	pron|you-Prs-Nom-S2 aux|do-Fin-Ind-Pres-S2~part|not verb|like-Inf-S pron|it-Prs-Acc-S3 .
you should jump now .	pron|you-Prs-Nom-S2 aux|should-Fin-S verb|jump-Inf-S adv|now .
that is good .	pron|that-Dem aux|be-Fin-Ind-Pres-S3 adj|good-S1 .
don't you know what xxx .	aux|do-Fin-Ind-Pres-S2~part|not pron|you-Prs-Nom-S2 verb|know-Inf-S pron|what-Int-S1 .
don't miss it .	aux|do-Fin-Imp-S~part|not verb|miss-Fin-Imp-S pron|it-Prs-Acc-S3 .
&~a:h he's got xxx yeah .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr intj|yeah .
you're eating first .	pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 verb|eat-Part-Pres-S adv|first .
you have go horse .	pron|you-Prs-Nom-S2 aux|have-Fin-Ind-Pres-S2 verb|go-Inf-Past-S noun|horse-Acc .
you have go .	pron|you-Prs-Nom-S2 aux|have-Fin-Ind-Pres-S2 noun|go .
it xxx now (.) mummy .	pron|it-Prs-Nom-S3 adv|now noun|mummy .
<where is> [/] where's (l)ady ?	adv|where~aux|be-Fin-Ind-Pres-S3 noun|lady ?
we go back !	pron|we-Prs-Nom-P1 verb|go-Fin-Ind-Pres-P1 adv|back !
it's a +...	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art +...
and horse gotta jump .	cconj|and noun|horse aux|getta-Fin-S verb|jump-Inf-S .
(th)e boy back .	det|the-Def-Art noun|boy adv|back .
and horse is go xxx there xxx there .	cconj|and noun|horse aux|be-Fin-Ind-Pres-S3 verb|go-Inf-S adv|there adv|there .
no he not going (th)ere (.) he going (th)at side .	intj|no pron|he-Prs-Nom-S3 part|not verb|go-Part-Pres-S adv|there pron|he-Prs-Nom-S3 verb|go-Part-Pres-S det|that-Def-Dem-Sing noun|side-Acc .
no you can't catch me !	intj|no pron|you-Prs-Nom-S2 aux|can-Fin-S~part|not verb|catch-Inf-S pron|I-Prs-Acc-S1 !
I don't xxx .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not .
&-er all that's a number word .	det|all-Def-Tot pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|number noun|word .
that's xxx .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 .
can you take it off ?	aux|can-Fin-S pron|you-Prs-Nom-S2 verb|take-Inf-S pron|it-Prs-Acc-S3 adp|off ?
that's snake &-er that [/] that [/] that [/] that's on there .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 noun|snake pron|that-Rel~aux|be-Fin-Ind-Pres-S3 adp|on adv|there .
that's on there .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adp|on adv|there .
that's a word see that .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|word verb|see-Fin-Imp-S pron|that-Dem .
that's for making a song go .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 sconj|for verb|make-Part-Pres-S det|a-Ind-Art noun|song-Acc verb|go-Inf-S .
cannot take them out .	aux|cannot-Fin-S verb|take-Inf-S pron|they-Prs-Acc-P3 adp|out .
it's xxx from that card .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adp|from det|that-Def-Dem-Sing noun|card .
can I push in that one ?	aux|can-Fin-S pron|I-Prs-Nom-S1 verb|push-Inf-S adp|in det|that-Def-Dem-Sing noun|one ?
&-er I just +...	pron|I-Prs-Nom-S1 adv|just +...
oh that's a xxx .	intj|oh pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art .
that is and it's raining .	pron|that-Dem aux|be-Fin-Ind-Pres-S3 cconj|and pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|rain-Part-Pres-S .
and it's (s)nowing .	cconj|and pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|snow-Part-Pres-S .
that's xxx (com)puter .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 noun|computer .
glasses (.) &-um &-um I don't know .	noun|glasses-Ptan pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .
&~a:h I hafta get some leave(s) I'll press it .	pron|I-Prs-Nom-S1 aux|hafta-Fin-Ind-Pres-S1 verb|get-Inf-S det|some-Def-Ind noun|leave-Plur-Acc pron|I-Prs-Nom-S1~aux|will-Fin-S verb|press-Inf-S pron|it-Prs-Acc-S3 .
you hafta go and xxx like that .	pron|you-Prs-Nom-S2 aux|hafta-Fin-Ind-Pres-S2 verb|go-Fin-Ind-Pres-S cconj|and verb|like-Fin-Ind-Pres-S1 pron|that-Dem .
it's snowing .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|snow-Part-Pres-S .
that's a xxx when [/] when it goes raining .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adv|when pron|it-Prs-Nom-S3 verb|go-Fin-Ind-Pres-S3 verb|rain-Ger-S .
and it's night time .	cconj|and pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 noun|night noun|time .
that's a doctor that's a doctor like that .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|doctor pron|that-Rel~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|doctor adp|like pron|that-Dem .
I don't like that .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|like-Inf-S pron|that-Dem .
it is .	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .
oops you can't p(r)ess a number .	intj|oop pron|you-Prs-Nom-S2 aux|can-Fin-S~part|not verb|press-Inf-S det|a-Ind-Art noun|number-Acc .
that's a foot .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|foot .
they xxx for boys &~uhn aren't they ?	pron|they-Prs-Nom-P3 adp|for noun|boy-Plur aux|be-Fin-Ind-Pres-P3~part|not pron|they-Prs-Nom-P3 ?
they're for boys .	pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 adp|for noun|boy-Plur .
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
that's &-er p(r)ess a button and they lost a leg .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 verb|press-Inf-S det|a-Ind-Art noun|button-Acc cconj|and pron|they-Prs-Nom-P3 verb|lose-Fin-Ind-Past-P3-irr det|a-Ind-Art noun|leg-Acc .
silly rabbit's jumping out (.) s(h)e wanna get out .	adj|silly-S1 noun|rabbit~aux|be-Fin-Ind-Pres-S3 verb|jump-Part-Pres-S adp|out pron|she-Prs-Nom-S3 aux|wanna-Fin-S3 verb|get-Inf-S adp|out .
she wanna go out .	pron|she-Prs-Nom-S3 aux|wanna-Fin-Ind-Pres-S3 verb|go-Inf-S adp|out .
the lion wanna get out the giraffe wanna get out .	det|the-Def-Art noun|lion aux|wanna-Fin-Ind-S3 verb|get-Inf-S adp|out det|the-Def-Art noun|giraffe noun|wanna-Acc verb|get-Fin-Imp-S adp|out .
the cows wanna get out .	det|the-Def-Art noun|cow-Plur aux|wanna-Fin-Ind-Pres-P3 verb|get-Inf-S adp|out .
oh that's some more xxx .	intj|oh pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|some-Def-Ind adj|more-Cmp-S1 .
oh look it's a lion !	intj|oh verb|look-Fin-Imp-S pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|lion !
&~a:h that's a little puppy .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|little-S1 noun|puppy .
&-er that's a cat with his xxx up there .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|cat adp|with pron|his-Prs-Gen-S3 adv|up adv|there .
where's a lion ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|lion ?
where's a lion with his xxx ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|lion adp|with pron|his-Prs-S3 ?
the sheep wanna go there .	det|the-Def-Art noun|sheep-Plur aux|wanna-Fin-Ind-Pres-S3 verb|go-Fin-S adv|there .
the cat wanna go there .	det|the-Def-Art noun|cat aux|wanna-Fin-Ind-S3 verb|go-Inf-S adv|there .
the dog wanna go there .	det|the-Def-Art noun|dog aux|wanna-Fin-Ind-Pres-S3 verb|go-Fin-S adv|there .
yeah more animal I don't like that fishy .	intj|yeah adj|more-Cmp-S1 noun|animal pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|like-Inf-S det|that-Def-Dem-Sing adj|fishy-S1 .
I don't like fishy .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|like-Inf-S adj|fishy-S1 .
haha (.) oops oops . [+ nlr]	intj|haha noun|oop adv|oops .
that's a xxx horse .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|horse .
that's a boy xxx that's a girl xxx crying they sad .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|boy pron|that-Rel~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|girl verb|cry-Ger-S pron|they-Prs-Nom-P3 adj|sad-S1 .
(be)cause they can't xxx that .	sconj|because pron|they-Prs-Nom-P3 aux|can-Fin-S~part|not pron|that-Dem .
you hafta finish now .	pron|you-Prs-Nom-S2 aux|hafta-Fin-Ind-Pres-S2 noun|finish adv|now .
&~a:h look he's looking on the mirror .	verb|look-Fin-Imp-S pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|look-Part-Pres-S adp|on det|the-Def-Art noun|mirror .
it's a helicopter .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|helicopter .
it's a big book .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|big-S1 noun|book .
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
the parrot can hold it .	det|the-Def-Art noun|parrot aux|can-Fin-S verb|hold-Inf-S pron|it-Prs-Acc-S3 .
that's his f(r)iend .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 pron|his-Prs-Gen-S3 noun|friend .
what's his name ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|his-Prs-Gen-S3 noun|name ?
they gonna kick the ball .	pron|they-Prs-Nom-P3 adv|gonna verb|kick-Inf-S det|the-Def-Art noun|ball-Acc .
no that is got a ball .	intj|no pron|that-Rel aux|be-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr det|a-Ind-Art noun|ball-Acc .
it's b(r)oken ?	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|break-Part-Past-S-irr ?
here's a girl .	adv|here~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|girl .
they xxx what's that &-er that ?	pron|they-Prs-Nom-P3 pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem pron|that-Dem ?
they not got xxx that's a snake .	pron|they-Prs-Nom-P3 part|not verb|get-Fin-Ind-Past-P3-irr pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|snake .
&-er what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
they are both like that .	pron|they-Prs-Nom-P3 aux|be-Fin-Ind-Pres-P3 adv|both adp|like pron|that-Dem .
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
what's his name ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|his-Prs-Gen-S3 noun|name ?
where's another one ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|another-Def-Ind noun|one ?
I think he's gonna eat him .	pron|I-Prs-Nom-S1 verb|think-Fin-Ind-Pres-S1 pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|go verb|eat-Inf-S pron|he-Prs-Acc-S3 .
where's that book come from ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|book verb|come-Inf-S adp|from ?
where's the Barbie ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art propn|Barbie ?
I have got Barbie too .	pron|I-Prs-Nom-S1 aux|have-Fin-Ind-Pres-S1 verb|get-Part-Past-S-irr propn|Barbie-Acc adv|too .
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
but he's xxx .	cconj|but pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 .
and it fall away .	cconj|and pron|it-Prs-Nom-S3 verb|fall-Fin-Ind-Pres-S3 adv|away .
I'm falling down .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|fall-Part-Pres-S adp|down .
they're looking the card &~uhn aren't they ?	pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 verb|look-Part-Pres-S det|the-Def-Art noun|card-Acc aux|be-Fin-Ind-Pres-P3~part|not pron|they-Prs-Nom-P3 ?
that's a boy with his mum .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|boy adp|with pron|his-Prs-Gen-S3 noun|mum .
they gotta have xxx and the plates .	pron|they-Prs-Nom-P3 aux|getta-Fin-S verb|have-Inf-S cconj|and det|the-Def-Art noun|plate-Plur .
shall we have a look ?	aux|shall-Fin-S pron|we-Prs-Nom-P1 verb|have-Inf-S det|a-Ind-Art noun|look-Acc ?
she can xxx my mum .	pron|she-Prs-Nom-S3 aux|can-Fin-S pron|my-Prs-Gen-S1 noun|mum-Acc .
she can xxx my mummy .	pron|she-Prs-Nom-S3 aux|can-Fin-S pron|my-Prs-Gen-S1 noun|mummy-Acc .
no she gonna xxx the xxx .	intj|no pron|she-Prs-Nom-S3 aux|gonna-Fin-S det|the-Def-Art .
where's a chair ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|chair ?
&~a:h I've finished .	pron|I-Prs-Nom-S1~aux|have-Fin-Ind-Pres-S1 verb|finish-Part-Past-S .
do you want some drink ?	aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|want-Inf-S det|some-Def-Ind noun|drink-Acc ?
why's he got that on ?	adv|why~aux|be-Fin-Ind-Pres-S3 pron|he-Prs-Nom-S3 verb|get-Part-Past-S-irr pron|that-Dem adp|on ?
that's a lady .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|lady .
she's get dirty .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|get-Inf-S adj|dirty-S1 .
no it isn't .	intj|no pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3~part|not .
this is for the lady .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 adp|for det|the-Def-Art noun|lady .
why she spills +//.	adv|why pron|she-Prs-Nom-S3 verb|spill-Fin-Ind-Pres-S3 +//.
hafta look at that <and you> [/] <and you> [//] and they go home .	intj|hafta verb|look-Fin-Imp-S adp|at pron|that-Dem cconj|and pron|they-Prs-Nom-P3 verb|go-Fin-Ind-Pres-P3 adv|home .
(be)cause they can't have their dinner .	sconj|because pron|they-Prs-Nom-P3 aux|can-Fin-S~part|not verb|have-Inf-S pron|their-Prs-Gen-P3 noun|dinner-Acc .
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
no it's the lady ?	intj|no pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|lady ?
now she get dirty .	adv|now pron|she-Prs-Nom-S3 verb|get-Fin-Ind-Pres-S3 adj|dirty-S1 .
where's the cup of tea ?	adv|where~aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|cup adp|of noun|tea ?
here you are .	adv|here pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 .
and a spoon and &-er I don't xxx .	cconj|and det|a-Ind-Art noun|spoon cconj|and pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not .
xxx don't xxx it .	aux|do-Fin-Imp-S~part|not pron|it-Prs-Nom-S3 .
she can't xxx on this chair .	pron|she-Prs-Nom-S3 aux|can-Fin-S~part|not adp|on det|this-Def-Dem-Sing noun|chair .
she's too [/] too big .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|too adj|big-S1 .
she can't take it off .	pron|she-Prs-Nom-S3 aux|can-Fin-S~part|not verb|take-Inf-S pron|it-Prs-Acc-S3 adp|off .
she's a boy .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|boy .
juice that's that juice .	noun|juice pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|that-Def-Dem-Sing noun|juice .
here that's better .	adv|here pron|that-Dem~aux|be-Fin-Ind-Pres-S3 adj|good-Cmp-S1 .
that is the girl .	pron|that-Dem aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|girl .
here you are .	adv|here pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 .
I back !	pron|I-Prs-Nom-S1 adv|back !
can you want a cup of tea please !	aux|can-Fin-S pron|you-Prs-Nom-S2 verb|want-Inf-S det|a-Ind-Art noun|cup-Acc adp|of noun|tea intj|please !
that's a dog .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|dog .
that's a dog .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|dog .
do you wanna xxx glass ?	aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|wanna-Inf-S noun|glass-Acc ?
do I ?	aux|do-Fin-Ind-Pres-S3 pron|I-Prs-Nom-S1 ?
here you are .	adv|here pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 .
here's some juice .	adv|here~aux|be-Fin-Ind-Pres-S3 det|some-Def-Ind noun|juice .
do you want some juice ?	aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|want-Inf-S det|some-Def-Ind noun|juice-Acc ?
I still don't want a cup of tea .	pron|I-Prs-Nom-S1 adv|still aux|do-Fin-Ind-Pres-S1~part|not verb|want-Inf-S det|a-Ind-Art noun|cup-Acc adp|of noun|tea .
here you are some juice .	adv|here pron|you-Prs-Nom-S2 aux|be-Fin-Ind-Pres-S2 det|some-Def-Ind noun|juice .
do you want some five pounds ?	aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|want-Inf-S det|some-Def-Ind num|five noun|pound-Plur-Acc ?
she don't want it that !	pron|she-Prs-Nom-S3 aux|do-Fin-Ind-Pres-S3~part|not verb|want-Inf-S pron|it-Prs-Acc-S3 pron|that-Dem !
she's a boy .	pron|she-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|boy .
that one wanna bring a tray not that .	sconj|that pron|one-Prs-S3 aux|wanna-Fin-Ind-S3 verb|bring-Inf-S det|a-Ind-Art noun|tray-Acc part|not pron|that-Dem .
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?
that's a knife .	pron|that-Dem~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|knife .
